iter	RMSE
599	3.647031851
600	3.646502763
601	3.646024254
602	3.645471188
603	3.645048128
604	3.64467258
605	3.644384601
606	3.644163312
607	3.643643681
608	3.64328295
609	3.643072803
610	3.642625025
611	3.642216743
612	3.641978768
613	3.641715958
614	3.641318298
615	3.641197404
616	3.640830833
617	3.640334337
618	3.640000414
619	3.639742163
620	3.639560406
621	3.639116601
622	3.638771483
623	3.638413651
624	3.638288
625	3.637917945
626	3.637561985
627	3.636949426
628	3.636412795
629	3.636042689
630	3.635821761
631	3.635169989
632	3.634907481
633	3.634517563
634	3.634077768
635	3.633608671
636	3.63336247
637	3.63304061
638	3.632606611
639	3.632207484
640	3.631798211
641	3.631411462
642	3.631061392
643	3.630872771
644	3.630548314
645	3.630161653
646	3.629771542
647	3.629408925
648	3.628966415
649	3.628681739
650	3.628422336
651	3.628146448
652	3.627825724
653	3.627488057
654	3.627240993
655	3.626935295
656	3.626587039
657	3.626418389
658	3.626108582
659	3.625942469
660	3.625638575
661	3.625176747
662	3.624950978
663	3.624538455
664	3.624270278
665	3.624004169
666	3.623511633
667	3.623080552
668	3.622618112
669	3.622095765
670	3.621840897
671	3.621479281
672	3.621051717
673	3.620801038
674	3.620522422
675	3.620082031
676	3.619810931
677	3.619360611
678	3.619105101
679	3.618799735
680	3.618453213
681	3.61796365
682	3.61748105
683	3.61725218
684	3.616701878
685	3.6164759
686	3.61619106
687	3.615894507
688	3.615511002
689	3.614993821
690	3.614797875
691	3.614613969
692	3.614346232
693	3.614030538
694	3.613776942
695	3.613443895
696	3.613009152
697	3.612634221
698	3.612313539
699	3.612054348
700	3.611787464
701	3.611454199
702	3.611126949
703	3.610894569
704	3.610245064
705	3.610018644
706	3.609777005
707	3.609430097
708	3.609119582
709	3.608728304
710	3.608333739
711	3.608046367
712	3.607596057
713	3.607100724
714	3.606849119
715	3.606606841
716	3.606189228
717	3.605721637
718	3.605562628
719	3.605420977
720	3.605083773
721	3.604732417
722	3.604247935
723	3.603779278
724	3.603373707
725	3.603001224
726	3.602792448
727	3.602544986
728	3.602257351
729	3.601953517
730	3.601538592
731	3.601236344
732	3.600956724
733	3.600699315
734	3.600429844
735	3.60003596
736	3.599756939
737	3.599355188
738	3.599133273
739	3.598979403
740	3.598672351
741	3.598189092
742	3.597853447
743	3.597445407
744	3.596382568
745	3.59593033
746	3.595682298
747	3.595270364
748	3.595017801
749	3.594800272
750	3.594514957
751	3.594143514
752	3.593769566
753	3.592927358
754	3.592396667
755	3.592041305
756	3.591854536
757	3.591435602
758	3.59128684
759	3.591098446
760	3.590786727
761	3.590442358
762	3.59014622
763	3.589793148
764	3.589473267
765	3.589031563
766	3.58857551
767	3.588116717
768	3.586445191
769	3.585909424
770	3.585592742
771	3.585252924
772	3.584776492
773	3.583488195
774	3.583235215
775	3.582819674
776	3.582502552
777	3.582222402
778	3.581855731
779	3.581390612
780	3.581099924
781	3.580806082
782	3.580424006
783	3.579998121
784	3.579747371
785	3.579488246
786	3.579122191
787	3.578615042
788	3.578281054
789	3.577971187
790	3.577629408
791	3.577325558
792	3.576932691
793	3.576780525
794	3.576641103
795	3.576364682
796	3.576168441
797	3.57591552
798	3.575664518
799	3.575389041
800	3.574932998
801	3.574533665
802	3.574160667
803	3.573933078
804	3.573651336
805	3.573088027
806	3.572973679
807	3.572176804
808	3.57180282
809	3.571504419
810	3.571092363
811	3.570710882
812	3.570468057
813	3.570185295
814	3.569689133
815	3.569479316
816	3.569077585
817	3.568828292
818	3.568616483
819	3.568207918
820	3.567907305
821	3.567594525
822	3.567206026
823	3.566790404
824	3.56636864
825	3.566169827
826	3.565924685
827	3.565782019
828	3.565497874
829	3.565150967
830	3.564721431
831	3.564384238
832	3.564009631
833	3.563725674
834	3.563294729
835	3.563047655
836	3.562514235
837	3.562116659
838	3.561829745
839	3.561548255
840	3.561318533
841	3.560917921
842	3.560510104
843	3.560066538
844	3.559483506
845	3.55919186
846	3.558909971
847	3.558516261
848	3.558028021
849	3.557739644
850	3.557364239
851	3.556865705
852	3.556264353
853	3.555988993
854	3.555808616
855	3.555484146
856	3.554981549
857	3.554696461
858	3.554439574
859	3.553987508
860	3.553466898
861	3.553307944
862	3.552872528
863	3.552535099
864	3.551966571
865	3.551647899
866	3.551489205
867	3.55116519
868	3.550924067
869	3.550588799
870	3.550228791
871	3.549911044
872	3.549603337
873	3.549401934
874	3.54912556
875	3.548711269
876	3.548255616
877	3.548082102
878	3.547805182
879	3.547380457
880	3.547066309
881	3.546586261
882	3.546248228
883	3.546034887
884	3.545707779
885	3.545241189
886	3.545004854
887	3.544710877
888	3.544439817
889	3.544000562
890	3.543744272
891	3.543550405
892	3.54309972
893	3.542709213
894	3.542360894
895	3.542176132
896	3.541941312
897	3.541741208
898	3.541497948
899	3.541209594
900	3.540953372
901	3.540614947
902	3.540297538
903	3.539874728
904	3.539332377
905	3.538782111
906	3.538467975
907	3.538213647
908	3.537733527
909	3.537435644
910	3.537095131
911	3.536538876
912	3.536102488
913	3.53589143
914	3.535371835
915	3.534809863
916	3.534381648
917	3.534032124
918	3.533657204
919	3.533204556
920	3.532962981
921	3.532700685
922	3.53257133
923	3.532409125
924	3.53211424
925	3.531846436
926	3.531039375
927	3.530121431
928	3.529683823
929	3.529266413
930	3.529037393
931	3.528735494
932	3.528565409
933	3.52815634
934	3.52796386
935	3.5277901
936	3.52744312
937	3.526934157
938	3.526642278
939	3.52620632
940	3.525932269
941	3.525638039
942	3.525399522
943	3.525031227
944	3.524780999
945	3.524489231
946	3.5242983
947	3.524001875
948	3.523712918
949	3.523514358
950	3.522921019
951	3.52253302
952	3.522077508
953	3.52177045
954	3.52155237
955	3.521286928
956	3.521030114
957	3.520747875
958	3.520583099
959	3.520223276
960	3.519807103
961	3.519357539
962	3.518975683
963	3.51859
964	3.518304338
965	3.518008942
966	3.517762572
967	3.517472229
968	3.517167162
969	3.516932548
970	3.516654381
971	3.51636697
972	3.516036282
973	3.515837479
974	3.515593114
975	3.515244204
976	3.514957018
977	3.514544897
978	3.51437963
979	3.514196785
980	3.513644605
981	3.513387944
982	3.513207776
983	3.513036419
984	3.512831334
985	3.512645896
986	3.512232187
987	3.512089877
988	3.511658937
989	3.511230007
990	3.511021231
991	3.510640232
992	3.510326455
993	3.510133079
994	3.50977402
995	3.509428749
996	3.509192459
997	3.508960027
998	3.508505945
999	3.508238731
